
     Year         No. of      Temp.       Std.        95% Conf. Interval
      (AD)        Proxies     Anom.       Error       lower        upper
                             (deg. C)
   1298.0000     18.0000      0.1079      0.1364     -0.1650      0.3808
   1299.0000     18.0000      0.1144      0.1364     -0.1585      0.3873
   1300.0000     18.0000      0.1214      0.1364     -0.1515      0.3943
   1301.0000     18.0000      0.1263      0.1364     -0.1466      0.3992
   1302.0000     18.0000      0.1308      0.1364     -0.1421      0.4037
   1303.0000     18.0000      0.1322      0.1364     -0.1407      0.4051
   1304.0000     18.0000      0.1323      0.1364     -0.1405      0.4052
   1305.0000     18.0000      0.1281      0.1364     -0.1448      0.4010
   1306.0000     18.0000      0.1247      0.1364     -0.1482      0.3976
   1307.0000     18.0000      0.1205      0.1364     -0.1524      0.3933
   1308.0000     18.0000      0.1145      0.1364     -0.1584      0.3874
   1309.0000     18.0000      0.1072      0.1364     -0.1656      0.3801
   1310.0000     18.0000      0.1000      0.1364     -0.1729      0.3728
   1311.0000     18.0000      0.0915      0.1364     -0.1814      0.3644
   1312.0000     18.0000      0.0824      0.1364     -0.1904      0.3553
   1313.0000     18.0000      0.0771      0.1364     -0.1958      0.3500
   1314.0000     18.0000      0.0739      0.1364     -0.1990      0.3468
   1315.0000     18.0000      0.0730      0.1364     -0.1999      0.3459
   1316.0000     18.0000      0.0734      0.1364     -0.1995      0.3463
   1317.0000     18.0000      0.0712      0.1364     -0.2017      0.3441
   1318.0000     18.0000      0.0699      0.1364     -0.2030      0.3428
   1319.0000     18.0000      0.0708      0.1364     -0.2021      0.3437
   1320.0000     18.0000      0.0690      0.1364     -0.2038      0.3419
   1321.0000     18.0000      0.0640      0.1364     -0.2089      0.3368
   1322.0000     18.0000      0.0624      0.1364     -0.2105      0.3353
   1323.0000     18.0000      0.0592      0.1364     -0.2137      0.3321
   1324.0000     18.0000      0.0580      0.1364     -0.2149      0.3309
   1325.0000     18.0000      0.0577      0.1364     -0.2152      0.3306
   1326.0000     18.0000      0.0552      0.1364     -0.2176      0.3281
   1327.0000     18.0000      0.0529      0.1364     -0.2200      0.3258
   1328.0000     18.0000      0.0485      0.1364     -0.2244      0.3213
   1329.0000     18.0000      0.0429      0.1364     -0.2300      0.3158
   1330.0000     18.0000      0.0355      0.1364     -0.2374      0.3084
   1331.0000     18.0000      0.0268      0.1364     -0.2461      0.2997
   1332.0000     18.0000      0.0185      0.1364     -0.2544      0.2914
   1333.0000     18.0000      0.0095      0.1364     -0.2634      0.2824
   1334.0000     18.0000     -0.0003      0.1364     -0.2732      0.2725
   1335.0000     18.0000     -0.0119      0.1364     -0.2848      0.2610
   1336.0000     18.0000     -0.0235      0.1364     -0.2964      0.2494
   1337.0000     18.0000     -0.0347      0.1364     -0.3076      0.2382
   1338.0000     18.0000     -0.0474      0.1364     -0.3203      0.2255
   1339.0000     18.0000     -0.0581      0.1364     -0.3310      0.2147
   1340.0000     18.0000     -0.0663      0.1364     -0.3392      0.2065
   1341.0000     18.0000     -0.0721      0.1364     -0.3450      0.2007
   1342.0000     18.0000     -0.0791      0.1364     -0.3520      0.1937
   1343.0000     18.0000     -0.0867      0.1364     -0.3596      0.1862
   1344.0000     18.0000     -0.0923      0.1364     -0.3652      0.1806
   1345.0000     18.0000     -0.0948      0.1364     -0.3677      0.1781
   1346.0000     18.0000     -0.0940      0.1364     -0.3669      0.1789
   1347.0000     18.0000     -0.0928      0.1364     -0.3657      0.1801
   1348.0000     18.0000     -0.0935      0.1364     -0.3664      0.1793
   1349.0000     18.0000     -0.0947      0.1364     -0.3676      0.1782
   1350.0000     18.0000     -0.0948      0.1364     -0.3677      0.1781
   1351.0000     18.0000     -0.0978      0.1364     -0.3707      0.1751
   1352.0000     18.0000     -0.1027      0.1364     -0.3756      0.1702
   1353.0000     18.0000     -0.1064      0.1364     -0.3793      0.1665
   1354.0000     18.0000     -0.1099      0.1364     -0.3828      0.1630
   1355.0000     18.0000     -0.1131      0.1364     -0.3859      0.1598
   1356.0000     18.0000     -0.1169      0.1364     -0.3898      0.1560
   1357.0000     18.0000     -0.1175      0.1364     -0.3904      0.1554
   1358.0000     18.0000     -0.1206      0.1364     -0.3935      0.1522
   1359.0000     18.0000     -0.1202      0.1364     -0.3930      0.1527
   1360.0000     18.0000     -0.1171      0.1364     -0.3900      0.1558
   1361.0000     18.0000     -0.1130      0.1364     -0.3859      0.1599
   1362.0000     18.0000     -0.1082      0.1364     -0.3811      0.1647
   1363.0000     18.0000     -0.1028      0.1364     -0.3757      0.1701
   1364.0000     18.0000     -0.0956      0.1364     -0.3685      0.1773
   1365.0000     18.0000     -0.0898      0.1364     -0.3627      0.1831
   1366.0000     18.0000     -0.0829      0.1364     -0.3558      0.1900
   1367.0000     18.0000     -0.0755      0.1364     -0.3484      0.1974
   1368.0000     18.0000     -0.0666      0.1364     -0.3395      0.2063
   1369.0000     18.0000     -0.0563      0.1364     -0.3292      0.2166
   1370.0000     18.0000     -0.0462      0.1364     -0.3191      0.2267
   1371.0000     18.0000     -0.0353      0.1364     -0.3082      0.2376
   1372.0000     18.0000     -0.0254      0.1364     -0.2982      0.2475
   1373.0000     18.0000     -0.0165      0.1364     -0.2894      0.2564
   1374.0000     18.0000     -0.0106      0.1364     -0.2835      0.2623
   1375.0000     18.0000     -0.0103      0.1364     -0.2832      0.2626
   1376.0000     18.0000     -0.0125      0.1364     -0.2854      0.2604
   1377.0000     18.0000     -0.0095      0.1364     -0.2824      0.2634
   1378.0000     18.0000     -0.0045      0.1364     -0.2774      0.2683
   1379.0000     18.0000      0.0014      0.1364     -0.2715      0.2742
   1380.0000     18.0000      0.0077      0.1364     -0.2652      0.2806
   1381.0000     18.0000      0.0176      0.1364     -0.2553      0.2905
   1382.0000     18.0000      0.0264      0.1364     -0.2465      0.2993
   1383.0000     18.0000      0.0339      0.1364     -0.2390      0.3068
   1384.0000     18.0000      0.0423      0.1364     -0.2306      0.3152
   1385.0000     18.0000      0.0493      0.1364     -0.2235      0.3222
   1386.0000     18.0000      0.0537      0.1364     -0.2191      0.3266
   1387.0000     18.0000      0.0616      0.1364     -0.2112      0.3345
   1388.0000     18.0000      0.0709      0.1364     -0.2019      0.3438
   1389.0000     18.0000      0.0804      0.1364     -0.1925      0.3533
   1390.0000     18.0000      0.0896      0.1364     -0.1833      0.3625
   1391.0000     18.0000      0.0996      0.1364     -0.1733      0.3725
   1392.0000     18.0000      0.1091      0.1364     -0.1638      0.3820
   1393.0000     18.0000      0.1184      0.1364     -0.1545      0.3913
   1394.0000     18.0000      0.1268      0.1364     -0.1461      0.3997
   1395.0000     18.0000      0.1331      0.1364     -0.1398      0.4060
   1396.0000     18.0000      0.1369      0.1364     -0.1359      0.4098
   1397.0000     18.0000      0.1397      0.1364     -0.1332      0.4126
   1398.0000     18.0000      0.1421      0.1364     -0.1308      0.4149
   1399.0000     18.0000      0.1449      0.1364     -0.1280      0.4178
   1400.0000     18.0000      0.1459      0.1364     -0.1270      0.4188
   1401.0000     18.0000      0.1458      0.1364     -0.1271      0.4187
   1402.0000     18.0000      0.1426      0.1364     -0.1302      0.4155
   1403.0000     18.0000      0.1360      0.1364     -0.1369      0.4089
   1404.0000     18.0000      0.1327      0.1364     -0.1402      0.4056
   1405.0000     18.0000      0.1257      0.1364     -0.1472      0.3986
   1406.0000     18.0000      0.1183      0.1364     -0.1545      0.3912
   1407.0000     18.0000      0.1089      0.1364     -0.1640      0.3818
   1408.0000     18.0000      0.0984      0.1364     -0.1745      0.3713
   1409.0000     18.0000      0.0883      0.1364     -0.1845      0.3612
   1410.0000     18.0000      0.0786      0.1364     -0.1943      0.3515
   1411.0000     18.0000      0.0691      0.1364     -0.2038      0.3420
   1412.0000     18.0000      0.0634      0.1364     -0.2095      0.3363
   1413.0000     18.0000      0.0534      0.1364     -0.2195      0.3263
   1414.0000     18.0000      0.0471      0.1364     -0.2258      0.3200
   1415.0000     18.0000      0.0400      0.1364     -0.2329      0.3129
   1416.0000     18.0000      0.0302      0.1364     -0.2427      0.3031
   1417.0000     18.0000      0.0195      0.1364     -0.2534      0.2924
   1418.0000     18.0000      0.0095      0.1364     -0.2634      0.2823
   1419.0000     18.0000      0.0008      0.1364     -0.2721      0.2737
   1420.0000     18.0000     -0.0083      0.1364     -0.2812      0.2646
   1421.0000     18.0000     -0.0168      0.1364     -0.2897      0.2561
   1422.0000     18.0000     -0.0251      0.1364     -0.2979      0.2478
   1423.0000     18.0000     -0.0362      0.1364     -0.3091      0.2367
   1424.0000     18.0000     -0.0451      0.1364     -0.3180      0.2278
   1425.0000     18.0000     -0.0546      0.1364     -0.3275      0.2183
   1426.0000     17.0000     -0.0735      0.1436     -0.3607      0.2137
   1427.0000     17.0000     -0.0869      0.1436     -0.3741      0.2002
   1428.0000     17.0000     -0.1043      0.1436     -0.3914      0.1829
   1429.0000     17.0000     -0.1197      0.1436     -0.4069      0.1674
   1430.0000     17.0000     -0.1349      0.1436     -0.4220      0.1523
   1431.0000     17.0000     -0.1508      0.1436     -0.4380      0.1363
   1432.0000     17.0000     -0.1628      0.1436     -0.4499      0.1244
   1433.0000     17.0000     -0.1751      0.1436     -0.4623      0.1121
   1434.0000     17.0000     -0.1873      0.1436     -0.4745      0.0998
   1435.0000     17.0000     -0.1986      0.1436     -0.4857      0.0886
   1436.0000     17.0000     -0.2105      0.1436     -0.4977      0.0766
   1437.0000     17.0000     -0.2229      0.1436     -0.5101      0.0642
   1438.0000     17.0000     -0.2355      0.1436     -0.5227      0.0516
   1439.0000     17.0000     -0.2502      0.1436     -0.5373      0.0370
   1440.0000     17.0000     -0.2645      0.1436     -0.5516      0.0227
   1441.0000     17.0000     -0.2786      0.1436     -0.5657      0.0086
   1442.0000     17.0000     -0.2892      0.1436     -0.5764     -0.0021
   1443.0000     17.0000     -0.3061      0.1436     -0.5933     -0.0190
   1444.0000     17.0000     -0.3209      0.1436     -0.6080     -0.0337
   1445.0000     17.0000     -0.3322      0.1436     -0.6194     -0.0451
   1446.0000     17.0000     -0.3469      0.1436     -0.6340     -0.0597
   1447.0000     17.0000     -0.3621      0.1436     -0.6492     -0.0749
   1448.0000     17.0000     -0.3783      0.1436     -0.6654     -0.0911
   1449.0000     17.0000     -0.3954      0.1436     -0.6826     -0.1083
   1450.0000     17.0000     -0.4137      0.1436     -0.7009     -0.1266
   1451.0000     17.0000     -0.4325      0.1436     -0.7197     -0.1454
   1452.0000     17.0000     -0.4457      0.1436     -0.7328     -0.1585
   1453.0000     17.0000     -0.4573      0.1436     -0.7444     -0.1701
   1454.0000     17.0000     -0.4656      0.1436     -0.7527     -0.1784
   1455.0000     17.0000     -0.4704      0.1436     -0.7576     -0.1833
   1456.0000     17.0000     -0.4720      0.1436     -0.7591     -0.1848
   1457.0000     17.0000     -0.4707      0.1436     -0.7579     -0.1836
   1458.0000     17.0000     -0.4701      0.1436     -0.7573     -0.1830
   1459.0000     17.0000     -0.4661      0.1436     -0.7533     -0.1790
   1460.0000     17.0000     -0.4596      0.1436     -0.7467     -0.1724
   1461.0000     17.0000     -0.4507      0.1436     -0.7378     -0.1635
   1462.0000     17.0000     -0.4399      0.1436     -0.7270     -0.1527
   1463.0000     17.0000     -0.4289      0.1436     -0.7160     -0.1417
   1464.0000     17.0000     -0.4197      0.1436     -0.7069     -0.1326
   1465.0000     17.0000     -0.4112      0.1436     -0.6983     -0.1240
   1466.0000     17.0000     -0.4043      0.1436     -0.6914     -0.1171
   1467.0000     17.0000     -0.3977      0.1436     -0.6848     -0.1105
   1468.0000     17.0000     -0.3915      0.1436     -0.6786     -0.1043
   1469.0000     17.0000     -0.3868      0.1436     -0.6739     -0.0996
   1470.0000     17.0000     -0.3855      0.1436     -0.6727     -0.0983
   1471.0000     17.0000     -0.3834      0.1436     -0.6705     -0.0962
   1472.0000     17.0000     -0.3771      0.1436     -0.6642     -0.0899
   1473.0000     17.0000     -0.3710      0.1436     -0.6582     -0.0839
   1474.0000     17.0000     -0.3661      0.1436     -0.6533     -0.0790
   1475.0000     17.0000     -0.3614      0.1436     -0.6486     -0.0742
   1476.0000     17.0000     -0.3567      0.1436     -0.6439     -0.0696
   1477.0000     17.0000     -0.3521      0.1436     -0.6392     -0.0649
   1478.0000     17.0000     -0.3474      0.1436     -0.6346     -0.0603
   1479.0000     17.0000     -0.3398      0.1436     -0.6270     -0.0527
   1480.0000     17.0000     -0.3309      0.1436     -0.6181     -0.0438
   1481.0000     17.0000     -0.3195      0.1436     -0.6067     -0.0324
   1482.0000     17.0000     -0.3083      0.1436     -0.5954     -0.0211
   1483.0000     17.0000     -0.2942      0.1436     -0.5813     -0.0070
   1484.0000     17.0000     -0.2817      0.1436     -0.5688      0.0055
   1485.0000     17.0000     -0.2680      0.1436     -0.5552      0.0191
   1486.0000     17.0000     -0.2536      0.1436     -0.5408      0.0336
   1487.0000     17.0000     -0.2351      0.1436     -0.5222      0.0521
   1488.0000     17.0000     -0.2170      0.1436     -0.5042      0.0701
   1489.0000     17.0000     -0.1965      0.1436     -0.4837      0.0906
   1490.0000     17.0000     -0.1790      0.1436     -0.4662      0.1081
   1491.0000     17.0000     -0.1705      0.1436     -0.4577      0.1166
   1492.0000     17.0000     -0.1676      0.1436     -0.4547      0.1196
   1493.0000     17.0000     -0.1725      0.1436     -0.4597      0.1146
   1494.0000     17.0000     -0.1796      0.1436     -0.4667      0.1076
   1495.0000     17.0000     -0.1821      0.1436     -0.4693      0.1050
   1496.0000     17.0000     -0.1828      0.1436     -0.4700      0.1043
   1497.0000     17.0000     -0.1811      0.1436     -0.4682      0.1061
   1498.0000     17.0000     -0.1810      0.1436     -0.4681      0.1062
   1499.0000     17.0000     -0.1809      0.1436     -0.4680      0.1063
   1500.0000     17.0000     -0.1804      0.1436     -0.4676      0.1067
   1501.0000     17.0000     -0.1796      0.1436     -0.4667      0.1076
   1502.0000     17.0000     -0.1792      0.1436     -0.4664      0.1079
   1503.0000     17.0000     -0.1787      0.1436     -0.4658      0.1085
   1504.0000     17.0000     -0.1771      0.1436     -0.4643      0.1101
   1505.0000     17.0000     -0.1729      0.1436     -0.4600      0.1143
   1506.0000     17.0000     -0.1760      0.1436     -0.4632      0.1112
   1507.0000     17.0000     -0.1806      0.1436     -0.4677      0.1066
   1508.0000     17.0000     -0.1899      0.1436     -0.4771      0.0972
   1509.0000     17.0000     -0.2004      0.1436     -0.4875      0.0868
   1510.0000     17.0000     -0.2145      0.1436     -0.5016      0.0727
   1511.0000     17.0000     -0.2298      0.1436     -0.5169      0.0574
   1512.0000     17.0000     -0.2481      0.1436     -0.5352      0.0391
   1513.0000     17.0000     -0.2662      0.1436     -0.5534      0.0209
   1514.0000     17.0000     -0.2852      0.1436     -0.5724      0.0019
   1515.0000     17.0000     -0.3035      0.1436     -0.5906     -0.0163
   1516.0000     17.0000     -0.3238      0.1436     -0.6110     -0.0367
   1517.0000     17.0000     -0.3442      0.1436     -0.6313     -0.0570
   1518.0000     17.0000     -0.3677      0.1436     -0.6549     -0.0806
   1519.0000     17.0000     -0.3923      0.1436     -0.6794     -0.1051
   1520.0000     17.0000     -0.4113      0.1436     -0.6985     -0.1242
   1521.0000     17.0000     -0.4249      0.1436     -0.7121     -0.1378
   1522.0000     17.0000     -0.4286      0.1436     -0.7157     -0.1414
   1523.0000     17.0000     -0.4274      0.1436     -0.7146     -0.1403
   1524.0000     17.0000     -0.4282      0.1436     -0.7153     -0.1410
   1525.0000     17.0000     -0.4299      0.1436     -0.7170     -0.1427
   1526.0000     17.0000     -0.4333      0.1436     -0.7205     -0.1462
   1527.0000     17.0000     -0.4360      0.1436     -0.7232     -0.1489
   1528.0000     17.0000     -0.4392      0.1436     -0.7263     -0.1520
   1529.0000     17.0000     -0.4418      0.1436     -0.7289     -0.1546
   1530.0000     17.0000     -0.4439      0.1436     -0.7310     -0.1567
   1531.0000     17.0000     -0.4448      0.1436     -0.7320     -0.1577
   1532.0000     17.0000     -0.4449      0.1436     -0.7320     -0.1577
   1533.0000     17.0000     -0.4451      0.1436     -0.7323     -0.1580
   1534.0000     17.0000     -0.4438      0.1436     -0.7309     -0.1566
   1535.0000     17.0000     -0.4399      0.1436     -0.7270     -0.1527
   1536.0000     17.0000     -0.4344      0.1436     -0.7215     -0.1472
   1537.0000     17.0000     -0.4268      0.1436     -0.7140     -0.1396
   1538.0000     17.0000     -0.4200      0.1436     -0.7072     -0.1329
   1539.0000     17.0000     -0.4136      0.1436     -0.7008     -0.1265
   1540.0000     17.0000     -0.4078      0.1436     -0.6949     -0.1206
   1541.0000     17.0000     -0.4025      0.1436     -0.6897     -0.1154
   1542.0000     17.0000     -0.3979      0.1436     -0.6850     -0.1107
   1543.0000     17.0000     -0.3936      0.1436     -0.6808     -0.1065
   1544.0000     17.0000     -0.3924      0.1436     -0.6796     -0.1053
   1545.0000     17.0000     -0.3911      0.1436     -0.6782     -0.1039
   1546.0000     17.0000     -0.3914      0.1436     -0.6786     -0.1042
   1547.0000     17.0000     -0.3907      0.1436     -0.6778     -0.1035
   1548.0000     17.0000     -0.3896      0.1436     -0.6768     -0.1025
   1549.0000     17.0000     -0.3878      0.1436     -0.6749     -0.1006
   1550.0000     17.0000     -0.3870      0.1436     -0.6742     -0.0998
   1551.0000     17.0000     -0.3865      0.1436     -0.6736     -0.0993
   1552.0000     17.0000     -0.3881      0.1436     -0.6753     -0.1010
   1553.0000     17.0000     -0.3917      0.1436     -0.6788     -0.1045
   1554.0000     17.0000     -0.3944      0.1436     -0.6816     -0.1073
   1555.0000     17.0000     -0.3991      0.1436     -0.6862     -0.1119
   1556.0000     17.0000     -0.4033      0.1436     -0.6905     -0.1162
   1557.0000     17.0000     -0.4086      0.1436     -0.6958     -0.1215
   1558.0000     17.0000     -0.4144      0.1436     -0.7016     -0.1273
   1559.0000     17.0000     -0.4223      0.1436     -0.7095     -0.1351
   1560.0000     17.0000     -0.4288      0.1436     -0.7160     -0.1417
   1561.0000     17.0000     -0.4361      0.1436     -0.7232     -0.1489
   1562.0000     17.0000     -0.4443      0.1436     -0.7315     -0.1571
   1563.0000     17.0000     -0.4553      0.1436     -0.7425     -0.1682
   1564.0000     17.0000     -0.4647      0.1436     -0.7519     -0.1776
   1565.0000     17.0000     -0.4737      0.1436     -0.7609     -0.1865
   1566.0000     17.0000     -0.4791      0.1436     -0.7662     -0.1919
   1567.0000     17.0000     -0.4833      0.1436     -0.7705     -0.1962
   1568.0000     17.0000     -0.4873      0.1436     -0.7744     -0.2001
   1569.0000     17.0000     -0.4927      0.1436     -0.7799     -0.2056
   1570.0000     17.0000     -0.4971      0.1436     -0.7843     -0.2100
   1571.0000     17.0000     -0.5020      0.1436     -0.7891     -0.2148
   1572.0000     17.0000     -0.5088      0.1436     -0.7959     -0.2216
   1573.0000     17.0000     -0.5140      0.1436     -0.8012     -0.2269
   1574.0000     17.0000     -0.5225      0.1436     -0.8096     -0.2353
   1575.0000     17.0000     -0.5304      0.1436     -0.8176     -0.2433
   1576.0000     17.0000     -0.5403      0.1436     -0.8275     -0.2532
   1577.0000     17.0000     -0.5489      0.1436     -0.8361     -0.2618
   1578.0000     17.0000     -0.5573      0.1436     -0.8444     -0.2701
   1579.0000     17.0000     -0.5624      0.1436     -0.8496     -0.2753
   1580.0000     17.0000     -0.5670      0.1436     -0.8541     -0.2798
   1581.0000     17.0000     -0.5684      0.1436     -0.8555     -0.2812
   1582.0000     17.0000     -0.5667      0.1436     -0.8538     -0.2795
   1583.0000     17.0000     -0.5673      0.1436     -0.8544     -0.2801
   1584.0000     17.0000     -0.5700      0.1436     -0.8572     -0.2829
   1585.0000     17.0000     -0.5762      0.1436     -0.8634     -0.2891
   1586.0000     17.0000     -0.5811      0.1436     -0.8683     -0.2939
   1587.0000     17.0000     -0.5858      0.1436     -0.8729     -0.2986
   1588.0000     17.0000     -0.5906      0.1436     -0.8777     -0.3034
   1589.0000     17.0000     -0.5970      0.1436     -0.8841     -0.3098
   1590.0000     17.0000     -0.6024      0.1436     -0.8895     -0.3152
   1591.0000     17.0000     -0.6052      0.1436     -0.8923     -0.3180
   1592.0000     17.0000     -0.6026      0.1436     -0.8898     -0.3155
   1593.0000     17.0000     -0.6003      0.1436     -0.8875     -0.3132
   1594.0000     17.0000     -0.5961      0.1436     -0.8832     -0.3089
   1595.0000     17.0000     -0.5937      0.1436     -0.8809     -0.3065
   1596.0000     17.0000     -0.5907      0.1436     -0.8779     -0.3036
   1597.0000     17.0000     -0.5872      0.1436     -0.8743     -0.3000
   1598.0000     17.0000     -0.5821      0.1436     -0.8693     -0.2950
   1599.0000     17.0000     -0.5796      0.1436     -0.8668     -0.2924
   1600.0000     17.0000     -0.5763      0.1436     -0.8635     -0.2892
   1601.0000     17.0000     -0.5725      0.1436     -0.8597     -0.2854
   1602.0000     17.0000     -0.5699      0.1436     -0.8571     -0.2828
   1603.0000     17.0000     -0.5657      0.1436     -0.8529     -0.2786
   1604.0000     17.0000     -0.5628      0.1436     -0.8500     -0.2757
   1605.0000     17.0000     -0.5608      0.1436     -0.8479     -0.2736
   1606.0000     17.0000     -0.5592      0.1436     -0.8464     -0.2721
   1607.0000     17.0000     -0.5592      0.1436     -0.8463     -0.2720
   1608.0000     17.0000     -0.5618      0.1436     -0.8489     -0.2746
   1609.0000     17.0000     -0.5683      0.1436     -0.8555     -0.2812
   1610.0000     17.0000     -0.5755      0.1436     -0.8627     -0.2884
   1611.0000     17.0000     -0.5846      0.1436     -0.8717     -0.2974
   1612.0000     17.0000     -0.5902      0.1436     -0.8773     -0.3030
   1613.0000     17.0000     -0.5915      0.1436     -0.8787     -0.3044
   1614.0000     17.0000     -0.5876      0.1436     -0.8748     -0.3005
   1615.0000     17.0000     -0.5844      0.1436     -0.8715     -0.2972
   1616.0000     17.0000     -0.5773      0.1436     -0.8645     -0.2901
   1617.0000     17.0000     -0.5675      0.1436     -0.8546     -0.2803
   1618.0000     17.0000     -0.5607      0.1436     -0.8478     -0.2735
   1619.0000     17.0000     -0.5542      0.1436     -0.8413     -0.2670
   1620.0000     17.0000     -0.5466      0.1436     -0.8337     -0.2594
   1621.0000     17.0000     -0.5408      0.1436     -0.8280     -0.2537
   1622.0000     17.0000     -0.5341      0.1436     -0.8213     -0.2470
   1623.0000     17.0000     -0.5309      0.1436     -0.8180     -0.2437
   1624.0000     17.0000     -0.5254      0.1436     -0.8125     -0.2382
   1625.0000     17.0000     -0.5214      0.1436     -0.8085     -0.2342
   1626.0000     17.0000     -0.5197      0.1436     -0.8069     -0.2326
   1627.0000     17.0000     -0.5265      0.1436     -0.8137     -0.2394
   1628.0000     17.0000     -0.5339      0.1436     -0.8210     -0.2467
   1629.0000     17.0000     -0.5423      0.1436     -0.8295     -0.2552
   1630.0000     17.0000     -0.5493      0.1436     -0.8364     -0.2621
   1631.0000     17.0000     -0.5545      0.1436     -0.8416     -0.2673
   1632.0000     17.0000     -0.5610      0.1436     -0.8482     -0.2739
   1633.0000     17.0000     -0.5646      0.1436     -0.8518     -0.2775
   1634.0000     17.0000     -0.5618      0.1436     -0.8490     -0.2747
   1635.0000     17.0000     -0.5572      0.1436     -0.8443     -0.2700
   1636.0000     17.0000     -0.5488      0.1436     -0.8359     -0.2616
   1637.0000     17.0000     -0.5401      0.1436     -0.8272     -0.2529
   1638.0000     17.0000     -0.5306      0.1436     -0.8177     -0.2434
   1639.0000     17.0000     -0.5214      0.1436     -0.8085     -0.2342
   1640.0000     17.0000     -0.5117      0.1436     -0.7989     -0.2246
   1641.0000     17.0000     -0.5042      0.1436     -0.7913     -0.2170
   1642.0000     17.0000     -0.4994      0.1436     -0.7865     -0.2122
   1643.0000     17.0000     -0.4937      0.1436     -0.7809     -0.2066
   1644.0000     17.0000     -0.4878      0.1436     -0.7750     -0.2007
   1645.0000     17.0000     -0.4872      0.1436     -0.7744     -0.2001
   1646.0000     17.0000     -0.4884      0.1436     -0.7756     -0.2013
   1647.0000     17.0000     -0.4864      0.1436     -0.7736     -0.1992
   1648.0000     17.0000     -0.4851      0.1436     -0.7722     -0.1979
   1649.0000     17.0000     -0.4882      0.1436     -0.7754     -0.2010
   1650.0000     17.0000     -0.4914      0.1436     -0.7785     -0.2042
   1651.0000     17.0000     -0.4960      0.1436     -0.7832     -0.2089
   1652.0000     17.0000     -0.4998      0.1436     -0.7870     -0.2127
   1653.0000     17.0000     -0.5075      0.1436     -0.7946     -0.2203
   1654.0000     17.0000     -0.5138      0.1436     -0.8010     -0.2266
   1655.0000     17.0000     -0.5169      0.1436     -0.8040     -0.2297
   1656.0000     17.0000     -0.5128      0.1436     -0.7999     -0.2256
   1657.0000     17.0000     -0.5053      0.1436     -0.7925     -0.2182
   1658.0000     17.0000     -0.4972      0.1436     -0.7843     -0.2100
   1659.0000     17.0000     -0.4912      0.1436     -0.7784     -0.2040
   1660.0000     17.0000     -0.4881      0.1436     -0.7753     -0.2010
   1661.0000     17.0000     -0.4856      0.1436     -0.7727     -0.1984
   1662.0000     17.0000     -0.4848      0.1436     -0.7719     -0.1976
   1663.0000     17.0000     -0.4904      0.1436     -0.7775     -0.2032
   1664.0000     17.0000     -0.5003      0.1436     -0.7875     -0.2131
   1665.0000     17.0000     -0.5137      0.1436     -0.8008     -0.2265
   1666.0000     17.0000     -0.5275      0.1436     -0.8146     -0.2403
   1667.0000     17.0000     -0.5400      0.1436     -0.8271     -0.2528
   1668.0000     17.0000     -0.5526      0.1436     -0.8398     -0.2655
   1669.0000     17.0000     -0.5643      0.1436     -0.8514     -0.2771
   1670.0000     17.0000     -0.5748      0.1436     -0.8620     -0.2877
   1671.0000     17.0000     -0.5814      0.1436     -0.8685     -0.2942
   1672.0000     17.0000     -0.5879      0.1436     -0.8751     -0.3007
   1673.0000     17.0000     -0.5919      0.1436     -0.8791     -0.3048
   1674.0000     17.0000     -0.5918      0.1436     -0.8790     -0.3047
   1675.0000     17.0000     -0.5899      0.1436     -0.8771     -0.3028
   1676.0000     17.0000     -0.5851      0.1436     -0.8722     -0.2979
   1677.0000     17.0000     -0.5803      0.1436     -0.8675     -0.2931
   1678.0000     17.0000     -0.5722      0.1436     -0.8593     -0.2850
   1679.0000     17.0000     -0.5674      0.1436     -0.8545     -0.2802
   1680.0000     17.0000     -0.5669      0.1436     -0.8540     -0.2797
   1681.0000     17.0000     -0.5693      0.1436     -0.8564     -0.2821
   1682.0000     17.0000     -0.5737      0.1436     -0.8609     -0.2866
   1683.0000     17.0000     -0.5777      0.1436     -0.8648     -0.2905
   1684.0000     17.0000     -0.5768      0.1436     -0.8640     -0.2897
   1685.0000     17.0000     -0.5739      0.1436     -0.8611     -0.2867
   1686.0000     17.0000     -0.5721      0.1436     -0.8593     -0.2850
   1687.0000     17.0000     -0.5704      0.1436     -0.8576     -0.2832
   1688.0000     17.0000     -0.5651      0.1436     -0.8522     -0.2779
   1689.0000     17.0000     -0.5560      0.1436     -0.8431     -0.2688
   1690.0000     17.0000     -0.5433      0.1436     -0.8304     -0.2561
   1691.0000     17.0000     -0.5338      0.1436     -0.8209     -0.2466
   1692.0000     17.0000     -0.5239      0.1436     -0.8110     -0.2367
   1693.0000     17.0000     -0.5112      0.1436     -0.7984     -0.2241
   1694.0000     17.0000     -0.4961      0.1436     -0.7833     -0.2090
   1695.0000     17.0000     -0.4782      0.1436     -0.7654     -0.1911
   1696.0000     17.0000     -0.4594      0.1436     -0.7465     -0.1722
   1697.0000     17.0000     -0.4412      0.1436     -0.7284     -0.1541
   1698.0000     17.0000     -0.4269      0.1436     -0.7141     -0.1398
   1699.0000     17.0000     -0.4184      0.1436     -0.7055     -0.1312
   1700.0000     17.0000     -0.4150      0.1436     -0.7022     -0.1279
   1701.0000     17.0000     -0.4184      0.1436     -0.7056     -0.1313
   1702.0000     17.0000     -0.4170      0.1436     -0.7042     -0.1299
