
     Year         No. of      Temp.       Std.        95% Conf. Interval
      (AD)        Proxies     Anom.       Error       lower        upper
                             (deg. C)
    870.0000     18.0000      0.4362      0.1364      0.1633      0.7090
    871.0000     18.0000      0.4151      0.1364      0.1422      0.6880
    872.0000     18.0000      0.3992      0.1364      0.1263      0.6721
    873.0000     18.0000      0.3800      0.1364      0.1071      0.6529
    874.0000     18.0000      0.3644      0.1364      0.0915      0.6373
    875.0000     18.0000      0.3500      0.1364      0.0772      0.6229
    876.0000     18.0000      0.3379      0.1364      0.0650      0.6108
    877.0000     18.0000      0.3282      0.1364      0.0553      0.6010
    878.0000     18.0000      0.3262      0.1364      0.0533      0.5991
    879.0000     18.0000      0.3248      0.1364      0.0519      0.5977
    880.0000     18.0000      0.3241      0.1364      0.0512      0.5970
    881.0000     18.0000      0.3287      0.1364      0.0558      0.6016
    882.0000     18.0000      0.3368      0.1364      0.0639      0.6096
    883.0000     18.0000      0.3460      0.1364      0.0731      0.6189
    884.0000     18.0000      0.3590      0.1364      0.0861      0.6319
    885.0000     18.0000      0.3721      0.1364      0.0992      0.6450
    886.0000     18.0000      0.3846      0.1364      0.1117      0.6575
    887.0000     18.0000      0.3942      0.1364      0.1213      0.6671
    888.0000     18.0000      0.4019      0.1364      0.1290      0.6747
    889.0000     18.0000      0.4080      0.1364      0.1351      0.6809
    890.0000     18.0000      0.4171      0.1364      0.1442      0.6900
    891.0000     18.0000      0.4198      0.1364      0.1469      0.6927
    892.0000     18.0000      0.4251      0.1364      0.1522      0.6980
    893.0000     18.0000      0.4285      0.1364      0.1557      0.7014
    894.0000     18.0000      0.4300      0.1364      0.1571      0.7029
    895.0000     18.0000      0.4313      0.1364      0.1584      0.7042
    896.0000     18.0000      0.4329      0.1364      0.1600      0.7058
    897.0000     18.0000      0.4344      0.1364      0.1616      0.7073
    898.0000     18.0000      0.4348      0.1364      0.1620      0.7077
    899.0000     18.0000      0.4357      0.1364      0.1628      0.7086
    900.0000     18.0000      0.4372      0.1364      0.1644      0.7101
    901.0000     18.0000      0.4344      0.1364      0.1615      0.7073
    902.0000     18.0000      0.4331      0.1364      0.1602      0.7059
    903.0000     18.0000      0.4303      0.1364      0.1574      0.7032
    904.0000     18.0000      0.4277      0.1364      0.1548      0.7006
    905.0000     18.0000      0.4264      0.1364      0.1535      0.6993
    906.0000     18.0000      0.4201      0.1364      0.1472      0.6930
    907.0000     18.0000      0.4113      0.1364      0.1384      0.6842
    908.0000     18.0000      0.4031      0.1364      0.1303      0.6760
    909.0000     18.0000      0.3919      0.1364      0.1190      0.6648
    910.0000     18.0000      0.3791      0.1364      0.1063      0.6520
    911.0000     18.0000      0.3655      0.1364      0.0926      0.6384
    912.0000     18.0000      0.3488      0.1364      0.0759      0.6217
    913.0000     18.0000      0.3281      0.1364      0.0552      0.6010
    914.0000     18.0000      0.3061      0.1364      0.0332      0.5790
    915.0000     18.0000      0.2862      0.1364      0.0133      0.5591
    916.0000     18.0000      0.2688      0.1364     -0.0041      0.5417
    917.0000     18.0000      0.2532      0.1364     -0.0197      0.5261
    918.0000     18.0000      0.2386      0.1364     -0.0343      0.5115
    919.0000     18.0000      0.2225      0.1364     -0.0504      0.4954
    920.0000     18.0000      0.2118      0.1364     -0.0611      0.4846
    921.0000     18.0000      0.1998      0.1364     -0.0731      0.4727
    922.0000     18.0000      0.1917      0.1364     -0.0812      0.4646
    923.0000     18.0000      0.1820      0.1364     -0.0908      0.4549
    924.0000     18.0000      0.1738      0.1364     -0.0991      0.4467
    925.0000     18.0000      0.1694      0.1364     -0.1035      0.4423
    926.0000     18.0000      0.1656      0.1364     -0.1073      0.4385
    927.0000     18.0000      0.1615      0.1364     -0.1114      0.4344
    928.0000     18.0000      0.1609      0.1364     -0.1120      0.4338
    929.0000     18.0000      0.1614      0.1364     -0.1115      0.4343
    930.0000     18.0000      0.1649      0.1364     -0.1080      0.4378
    931.0000     18.0000      0.1674      0.1364     -0.1054      0.4403
    932.0000     18.0000      0.1713      0.1364     -0.1016      0.4441
    933.0000     18.0000      0.1764      0.1364     -0.0965      0.4493
    934.0000     18.0000      0.1825      0.1364     -0.0904      0.4553
    935.0000     18.0000      0.1911      0.1364     -0.0818      0.4640
    936.0000     18.0000      0.1964      0.1364     -0.0765      0.4693
    937.0000     18.0000      0.2009      0.1364     -0.0720      0.4738
    938.0000     18.0000      0.2068      0.1364     -0.0661      0.4796
    939.0000     18.0000      0.2124      0.1364     -0.0605      0.4853
    940.0000     18.0000      0.2150      0.1364     -0.0579      0.4879
    941.0000     18.0000      0.2194      0.1364     -0.0535      0.4923
    942.0000     18.0000      0.2228      0.1364     -0.0501      0.4957
    943.0000     18.0000      0.2300      0.1364     -0.0429      0.5029
    944.0000     18.0000      0.2356      0.1364     -0.0373      0.5084
    945.0000     18.0000      0.2398      0.1364     -0.0331      0.5127
    946.0000     18.0000      0.2456      0.1364     -0.0273      0.5185
    947.0000     18.0000      0.2501      0.1364     -0.0228      0.5230
    948.0000     18.0000      0.2558      0.1364     -0.0171      0.5287
    949.0000     18.0000      0.2593      0.1364     -0.0136      0.5322
    950.0000     18.0000      0.2651      0.1364     -0.0078      0.5380
    951.0000     18.0000      0.2698      0.1364     -0.0031      0.5426
    952.0000     18.0000      0.2756      0.1364      0.0027      0.5485
    953.0000     18.0000      0.2792      0.1364      0.0063      0.5521
    954.0000     18.0000      0.2848      0.1364      0.0119      0.5577
    955.0000     18.0000      0.2907      0.1364      0.0178      0.5636
    956.0000     18.0000      0.2982      0.1364      0.0253      0.5711
    957.0000     18.0000      0.3077      0.1364      0.0348      0.5805
    958.0000     18.0000      0.3167      0.1364      0.0438      0.5896
    959.0000     18.0000      0.3253      0.1364      0.0524      0.5982
    960.0000     18.0000      0.3320      0.1364      0.0591      0.6049
    961.0000     18.0000      0.3369      0.1364      0.0640      0.6098
    962.0000     18.0000      0.3398      0.1364      0.0669      0.6126
    963.0000     18.0000      0.3402      0.1364      0.0673      0.6131
    964.0000     18.0000      0.3380      0.1364      0.0651      0.6109
    965.0000     18.0000      0.3368      0.1364      0.0639      0.6097
    966.0000     18.0000      0.3343      0.1364      0.0615      0.6072
    967.0000     18.0000      0.3312      0.1364      0.0584      0.6041
    968.0000     18.0000      0.3257      0.1364      0.0528      0.5985
    969.0000     18.0000      0.3229      0.1364      0.0500      0.5958
    970.0000     18.0000      0.3204      0.1364      0.0475      0.5933
    971.0000     18.0000      0.3206      0.1364      0.0477      0.5935
    972.0000     18.0000      0.3181      0.1364      0.0452      0.5910
    973.0000     18.0000      0.3155      0.1364      0.0426      0.5884
    974.0000     18.0000      0.3158      0.1364      0.0429      0.5887
    975.0000     18.0000      0.3140      0.1364      0.0412      0.5869
    976.0000     18.0000      0.3164      0.1364      0.0435      0.5893
    977.0000     18.0000      0.3178      0.1364      0.0450      0.5907
    978.0000     18.0000      0.3196      0.1364      0.0467      0.5925
    979.0000     18.0000      0.3219      0.1364      0.0491      0.5948
    980.0000     18.0000      0.3248      0.1364      0.0519      0.5977
    981.0000     18.0000      0.3285      0.1364      0.0556      0.6014
    982.0000     18.0000      0.3337      0.1364      0.0608      0.6066
    983.0000     18.0000      0.3359      0.1364      0.0630      0.6088
    984.0000     18.0000      0.3376      0.1364      0.0647      0.6105
    985.0000     18.0000      0.3370      0.1364      0.0641      0.6099
    986.0000     18.0000      0.3339      0.1364      0.0610      0.6068
    987.0000     18.0000      0.3304      0.1364      0.0575      0.6032
    988.0000     18.0000      0.3258      0.1364      0.0530      0.5987
    989.0000     18.0000      0.3225      0.1364      0.0496      0.5954
    990.0000     18.0000      0.3191      0.1364      0.0462      0.5920
    991.0000     18.0000      0.3165      0.1364      0.0436      0.5894
    992.0000     18.0000      0.3141      0.1364      0.0412      0.5870
    993.0000     18.0000      0.3155      0.1364      0.0426      0.5884
    994.0000     18.0000      0.3189      0.1364      0.0460      0.5918
    995.0000     18.0000      0.3191      0.1364      0.0462      0.5920
    996.0000     18.0000      0.3201      0.1364      0.0472      0.5929
    997.0000     18.0000      0.3226      0.1364      0.0497      0.5955
    998.0000     18.0000      0.3245      0.1364      0.0516      0.5974
    999.0000     18.0000      0.3253      0.1364      0.0525      0.5982
   1000.0000     18.0000      0.3247      0.1364      0.0518      0.5976
   1001.0000     18.0000      0.3243      0.1364      0.0514      0.5972
   1002.0000     18.0000      0.3244      0.1364      0.0515      0.5973
   1003.0000     18.0000      0.3227      0.1364      0.0498      0.5956
   1004.0000     18.0000      0.3223      0.1364      0.0494      0.5952
   1005.0000     18.0000      0.3279      0.1364      0.0550      0.6008
   1006.0000     18.0000      0.3279      0.1364      0.0550      0.6008
   1007.0000     18.0000      0.3299      0.1364      0.0570      0.6027
   1008.0000     18.0000      0.3302      0.1364      0.0573      0.6031
   1009.0000     18.0000      0.3292      0.1364      0.0564      0.6021
   1010.0000     18.0000      0.3289      0.1364      0.0560      0.6018
   1011.0000     18.0000      0.3295      0.1364      0.0566      0.6024
   1012.0000     18.0000      0.3296      0.1364      0.0567      0.6025
   1013.0000     18.0000      0.3311      0.1364      0.0582      0.6040
   1014.0000     18.0000      0.3340      0.1364      0.0611      0.6069
   1015.0000     18.0000      0.3372      0.1364      0.0643      0.6101
   1016.0000     18.0000      0.3408      0.1364      0.0679      0.6137
   1017.0000     18.0000      0.3442      0.1364      0.0713      0.6171
   1018.0000     18.0000      0.3442      0.1364      0.0714      0.6171
   1019.0000     18.0000      0.3472      0.1364      0.0743      0.6201
   1020.0000     18.0000      0.3499      0.1364      0.0770      0.6228
   1021.0000     18.0000      0.3529      0.1364      0.0800      0.6258
   1022.0000     18.0000      0.3526      0.1364      0.0797      0.6255
   1023.0000     18.0000      0.3519      0.1364      0.0790      0.6247
   1024.0000     18.0000      0.3527      0.1364      0.0798      0.6256
   1025.0000     18.0000      0.3508      0.1364      0.0779      0.6236
   1026.0000     18.0000      0.3492      0.1364      0.0763      0.6221
   1027.0000     18.0000      0.3468      0.1364      0.0739      0.6197
   1028.0000     18.0000      0.3430      0.1364      0.0701      0.6159
   1029.0000     18.0000      0.3385      0.1364      0.0656      0.6114
   1030.0000     18.0000      0.3327      0.1364      0.0598      0.6056
   1031.0000     18.0000      0.3254      0.1364      0.0525      0.5983
   1032.0000     18.0000      0.3182      0.1364      0.0453      0.5911
   1033.0000     18.0000      0.3110      0.1364      0.0381      0.5839
   1034.0000     18.0000      0.3023      0.1364      0.0295      0.5752
   1035.0000     18.0000      0.2925      0.1364      0.0196      0.5653
   1036.0000     18.0000      0.2809      0.1364      0.0080      0.5537
   1037.0000     18.0000      0.2705      0.1364     -0.0024      0.5434
   1038.0000     18.0000      0.2605      0.1364     -0.0124      0.5334
   1039.0000     18.0000      0.2501      0.1364     -0.0228      0.5230
   1040.0000     18.0000      0.2384      0.1364     -0.0345      0.5113
   1041.0000     18.0000      0.2281      0.1364     -0.0448      0.5010
   1042.0000     18.0000      0.2174      0.1364     -0.0555      0.4903
   1043.0000     18.0000      0.2047      0.1364     -0.0682      0.4776
   1044.0000     18.0000      0.1922      0.1364     -0.0807      0.4650
   1045.0000     18.0000      0.1802      0.1364     -0.0927      0.4531
   1046.0000     18.0000      0.1683      0.1364     -0.1046      0.4412
   1047.0000     18.0000      0.1568      0.1364     -0.1161      0.4297
   1048.0000     18.0000      0.1477      0.1364     -0.1252      0.4206
   1049.0000     18.0000      0.1387      0.1364     -0.1342      0.4115
   1050.0000     18.0000      0.1312      0.1364     -0.1417      0.4041
   1051.0000     18.0000      0.1245      0.1364     -0.1484      0.3974
   1052.0000     18.0000      0.1160      0.1364     -0.1569      0.3889
   1053.0000     18.0000      0.1084      0.1364     -0.1645      0.3813
   1054.0000     18.0000      0.1032      0.1364     -0.1696      0.3761
   1055.0000     18.0000      0.0983      0.1364     -0.1746      0.3712
   1056.0000     18.0000      0.0927      0.1364     -0.1802      0.3656
   1057.0000     18.0000      0.0872      0.1364     -0.1856      0.3601
   1058.0000     18.0000      0.0833      0.1364     -0.1896      0.3562
   1059.0000     18.0000      0.0804      0.1364     -0.1924      0.3533
   1060.0000     18.0000      0.0794      0.1364     -0.1935      0.3522
   1061.0000     18.0000      0.0795      0.1364     -0.1934      0.3523
   1062.0000     18.0000      0.0795      0.1364     -0.1934      0.3524
   1063.0000     18.0000      0.0793      0.1364     -0.1936      0.3522
   1064.0000     18.0000      0.0796      0.1364     -0.1933      0.3525
   1065.0000     18.0000      0.0819      0.1364     -0.1910      0.3548
   1066.0000     18.0000      0.0822      0.1364     -0.1907      0.3551
   1067.0000     18.0000      0.0839      0.1364     -0.1890      0.3568
   1068.0000     18.0000      0.0825      0.1364     -0.1904      0.3554
   1069.0000     18.0000      0.0819      0.1364     -0.1910      0.3548
   1070.0000     18.0000      0.0825      0.1364     -0.1904      0.3554
   1071.0000     18.0000      0.0813      0.1364     -0.1916      0.3542
   1072.0000     18.0000      0.0819      0.1364     -0.1910      0.3547
   1073.0000     18.0000      0.0818      0.1364     -0.1911      0.3547
   1074.0000     18.0000      0.0826      0.1364     -0.1903      0.3555
   1075.0000     18.0000      0.0838      0.1364     -0.1891      0.3566
   1076.0000     18.0000      0.0899      0.1364     -0.1830      0.3628
   1077.0000     18.0000      0.0914      0.1364     -0.1815      0.3643
   1078.0000     18.0000      0.0945      0.1364     -0.1784      0.3673
   1079.0000     18.0000      0.0956      0.1364     -0.1773      0.3684
   1080.0000     18.0000      0.0982      0.1364     -0.1747      0.3711
   1081.0000     18.0000      0.1051      0.1364     -0.1678      0.3780
   1082.0000     18.0000      0.1113      0.1364     -0.1616      0.3842
   1083.0000     18.0000      0.1160      0.1364     -0.1568      0.3889
   1084.0000     18.0000      0.1189      0.1364     -0.1540      0.3917
   1085.0000     18.0000      0.1229      0.1364     -0.1499      0.3958
   1086.0000     18.0000      0.1272      0.1364     -0.1457      0.4001
   1087.0000     18.0000      0.1328      0.1364     -0.1400      0.4057
   1088.0000     18.0000      0.1375      0.1364     -0.1354      0.4103
   1089.0000     18.0000      0.1404      0.1364     -0.1325      0.4133
   1090.0000     18.0000      0.1412      0.1364     -0.1317      0.4141
   1091.0000     18.0000      0.1409      0.1364     -0.1320      0.4138
   1092.0000     18.0000      0.1407      0.1364     -0.1322      0.4135
   1093.0000     18.0000      0.1392      0.1364     -0.1337      0.4121
   1094.0000     18.0000      0.1355      0.1364     -0.1373      0.4084
   1095.0000     18.0000      0.1322      0.1364     -0.1407      0.4051
   1096.0000     18.0000      0.1284      0.1364     -0.1445      0.4013
   1097.0000     18.0000      0.1278      0.1364     -0.1451      0.4007
   1098.0000     18.0000      0.1266      0.1364     -0.1463      0.3995
   1099.0000     18.0000      0.1242      0.1364     -0.1487      0.3971
   1100.0000     18.0000      0.1232      0.1364     -0.1496      0.3961
   1101.0000     18.0000      0.1229      0.1364     -0.1500      0.3958
   1102.0000     18.0000      0.1218      0.1364     -0.1511      0.3947
   1103.0000     18.0000      0.1208      0.1364     -0.1521      0.3937
   1104.0000     18.0000      0.1192      0.1364     -0.1537      0.3921
   1105.0000     18.0000      0.1141      0.1364     -0.1588      0.3869
   1106.0000     18.0000      0.1142      0.1364     -0.1587      0.3871
   1107.0000     18.0000      0.1131      0.1364     -0.1598      0.3860
   1108.0000     18.0000      0.1124      0.1364     -0.1605      0.3853
   1109.0000     18.0000      0.1099      0.1364     -0.1629      0.3828
   1110.0000     18.0000      0.1046      0.1364     -0.1683      0.3775
   1111.0000     18.0000      0.0991      0.1364     -0.1738      0.3720
   1112.0000     18.0000      0.0949      0.1364     -0.1780      0.3678
   1113.0000     18.0000      0.0921      0.1364     -0.1807      0.3650
   1114.0000     18.0000      0.0886      0.1364     -0.1843      0.3615
   1115.0000     18.0000      0.0869      0.1364     -0.1860      0.3598
   1116.0000     18.0000      0.0848      0.1364     -0.1881      0.3577
   1117.0000     18.0000      0.0840      0.1364     -0.1889      0.3569
   1118.0000     18.0000      0.0850      0.1364     -0.1879      0.3579
   1119.0000     18.0000      0.0886      0.1364     -0.1843      0.3615
   1120.0000     18.0000      0.0939      0.1364     -0.1790      0.3668
   1121.0000     18.0000      0.1000      0.1364     -0.1728      0.3729
   1122.0000     18.0000      0.1082      0.1364     -0.1647      0.3811
   1123.0000     18.0000      0.1160      0.1364     -0.1569      0.3889
   1124.0000     18.0000      0.1225      0.1364     -0.1504      0.3954
   1125.0000     18.0000      0.1248      0.1364     -0.1480      0.3977
   1126.0000     18.0000      0.1270      0.1364     -0.1459      0.3999
   1127.0000     18.0000      0.1279      0.1364     -0.1450      0.4008
   1128.0000     18.0000      0.1265      0.1364     -0.1464      0.3994
   1129.0000     18.0000      0.1242      0.1364     -0.1487      0.3971
   1130.0000     18.0000      0.1203      0.1364     -0.1526      0.3932
   1131.0000     18.0000      0.1170      0.1364     -0.1559      0.3899
   1132.0000     18.0000      0.1109      0.1364     -0.1619      0.3838
   1133.0000     18.0000      0.1060      0.1364     -0.1669      0.3789
   1134.0000     18.0000      0.1006      0.1364     -0.1723      0.3735
   1135.0000     18.0000      0.0938      0.1364     -0.1791      0.3666
   1136.0000     18.0000      0.0873      0.1364     -0.1856      0.3602
   1137.0000     18.0000      0.0829      0.1364     -0.1899      0.3558
   1138.0000     18.0000      0.0789      0.1364     -0.1940      0.3517
   1139.0000     18.0000      0.0757      0.1364     -0.1972      0.3486
   1140.0000     18.0000      0.0717      0.1364     -0.2012      0.3446
   1141.0000     18.0000      0.0683      0.1364     -0.2046      0.3412
   1142.0000     18.0000      0.0630      0.1364     -0.2099      0.3359
   1143.0000     18.0000      0.0585      0.1364     -0.2144      0.3314
   1144.0000     18.0000      0.0523      0.1364     -0.2206      0.3252
   1145.0000     18.0000      0.0445      0.1364     -0.2284      0.3174
   1146.0000     18.0000      0.0370      0.1364     -0.2359      0.3099
   1147.0000     18.0000      0.0302      0.1364     -0.2427      0.3031
   1148.0000     18.0000      0.0208      0.1364     -0.2521      0.2936
   1149.0000     18.0000      0.0101      0.1364     -0.2627      0.2830
   1150.0000     18.0000     -0.0017      0.1364     -0.2746      0.2712
   1151.0000     18.0000     -0.0133      0.1364     -0.2862      0.2596
   1152.0000     18.0000     -0.0260      0.1364     -0.2989      0.2469
   1153.0000     18.0000     -0.0358      0.1364     -0.3087      0.2371
   1154.0000     18.0000     -0.0422      0.1364     -0.3151      0.2307
   1155.0000     18.0000     -0.0483      0.1364     -0.3212      0.2246
   1156.0000     18.0000     -0.0548      0.1364     -0.3277      0.2181
   1157.0000     18.0000     -0.0581      0.1364     -0.3310      0.2148
   1158.0000     18.0000     -0.0603      0.1364     -0.3332      0.2126
   1159.0000     18.0000     -0.0617      0.1364     -0.3345      0.2112
   1160.0000     18.0000     -0.0619      0.1364     -0.3348      0.2110
   1161.0000     18.0000     -0.0629      0.1364     -0.3358      0.2100
   1162.0000     18.0000     -0.0635      0.1364     -0.3364      0.2094
   1163.0000     18.0000     -0.0647      0.1364     -0.3376      0.2082
   1164.0000     18.0000     -0.0661      0.1364     -0.3390      0.2067
   1165.0000     18.0000     -0.0692      0.1364     -0.3420      0.2037
   1166.0000     18.0000     -0.0747      0.1364     -0.3475      0.1982
   1167.0000     18.0000     -0.0778      0.1364     -0.3507      0.1951
   1168.0000     18.0000     -0.0820      0.1364     -0.3549      0.1909
   1169.0000     18.0000     -0.0848      0.1364     -0.3577      0.1881
   1170.0000     18.0000     -0.0893      0.1364     -0.3622      0.1836
   1171.0000     18.0000     -0.0919      0.1364     -0.3647      0.1810
   1172.0000     18.0000     -0.0951      0.1364     -0.3680      0.1778
   1173.0000     18.0000     -0.0966      0.1364     -0.3695      0.1763
   1174.0000     18.0000     -0.0974      0.1364     -0.3703      0.1754
   1175.0000     18.0000     -0.1004      0.1364     -0.3732      0.1725
   1176.0000     18.0000     -0.1046      0.1364     -0.3775      0.1683
   1177.0000     18.0000     -0.1076      0.1364     -0.3805      0.1653
   1178.0000     18.0000     -0.1103      0.1364     -0.3832      0.1626
   1179.0000     18.0000     -0.1138      0.1364     -0.3867      0.1591
   1180.0000     18.0000     -0.1186      0.1364     -0.3915      0.1543
   1181.0000     18.0000     -0.1236      0.1364     -0.3965      0.1493
   1182.0000     18.0000     -0.1278      0.1364     -0.4006      0.1451
   1183.0000     18.0000     -0.1326      0.1364     -0.4055      0.1403
   1184.0000     18.0000     -0.1374      0.1364     -0.4103      0.1355
   1185.0000     18.0000     -0.1410      0.1364     -0.4139      0.1319
   1186.0000     18.0000     -0.1461      0.1364     -0.4189      0.1268
   1187.0000     18.0000     -0.1521      0.1364     -0.4250      0.1208
   1188.0000     18.0000     -0.1570      0.1364     -0.4299      0.1159
   1189.0000     18.0000     -0.1614      0.1364     -0.4343      0.1115
   1190.0000     18.0000     -0.1654      0.1364     -0.4383      0.1075
   1191.0000     18.0000     -0.1696      0.1364     -0.4425      0.1032
   1192.0000     18.0000     -0.1709      0.1364     -0.4438      0.1020
   1193.0000     18.0000     -0.1725      0.1364     -0.4454      0.1004
   1194.0000     18.0000     -0.1733      0.1364     -0.4461      0.0996
   1195.0000     18.0000     -0.1706      0.1364     -0.4435      0.1023
   1196.0000     18.0000     -0.1686      0.1364     -0.4415      0.1043
   1197.0000     18.0000     -0.1678      0.1364     -0.4407      0.1051
   1198.0000     18.0000     -0.1663      0.1364     -0.4392      0.1066
   1199.0000     18.0000     -0.1627      0.1364     -0.4356      0.1102
   1200.0000     18.0000     -0.1586      0.1364     -0.4315      0.1143
   1201.0000     18.0000     -0.1548      0.1364     -0.4276      0.1181
   1202.0000     18.0000     -0.1521      0.1364     -0.4250      0.1208
   1203.0000     18.0000     -0.1506      0.1364     -0.4234      0.1223
   1204.0000     18.0000     -0.1476      0.1364     -0.4205      0.1253
   1205.0000     18.0000     -0.1494      0.1364     -0.4223      0.1235
   1206.0000     18.0000     -0.1477      0.1364     -0.4206      0.1252
   1207.0000     18.0000     -0.1458      0.1364     -0.4187      0.1271
   1208.0000     18.0000     -0.1427      0.1364     -0.4156      0.1302
   1209.0000     18.0000     -0.1387      0.1364     -0.4116      0.1342
   1210.0000     18.0000     -0.1325      0.1364     -0.4054      0.1404
   1211.0000     18.0000     -0.1282      0.1364     -0.4011      0.1446
   1212.0000     18.0000     -0.1247      0.1364     -0.3976      0.1482
   1213.0000     18.0000     -0.1206      0.1364     -0.3935      0.1523
   1214.0000     18.0000     -0.1154      0.1364     -0.3882      0.1575
   1215.0000     18.0000     -0.1104      0.1364     -0.3833      0.1625
   1216.0000     18.0000     -0.1041      0.1364     -0.3770      0.1688
   1217.0000     18.0000     -0.0989      0.1364     -0.3718      0.1740
   1218.0000     18.0000     -0.0930      0.1364     -0.3658      0.1799
   1219.0000     18.0000     -0.0859      0.1364     -0.3588      0.1869
   1220.0000     18.0000     -0.0798      0.1364     -0.3527      0.1931
   1221.0000     18.0000     -0.0759      0.1364     -0.3488      0.1970
   1222.0000     18.0000     -0.0711      0.1364     -0.3440      0.2018
   1223.0000     18.0000     -0.0650      0.1364     -0.3379      0.2079
   1224.0000     18.0000     -0.0579      0.1364     -0.3308      0.2150
   1225.0000     18.0000     -0.0511      0.1364     -0.3240      0.2218
   1226.0000     18.0000     -0.0422      0.1364     -0.3151      0.2307
   1227.0000     18.0000     -0.0331      0.1364     -0.3060      0.2398
   1228.0000     18.0000     -0.0225      0.1364     -0.2953      0.2504
   1229.0000     18.0000     -0.0100      0.1364     -0.2829      0.2629
   1230.0000     18.0000      0.0040      0.1364     -0.2689      0.2769
   1231.0000     18.0000      0.0174      0.1364     -0.2555      0.2903
   1232.0000     18.0000      0.0336      0.1364     -0.2393      0.3065
   1233.0000     18.0000      0.0497      0.1364     -0.2232      0.3226
   1234.0000     18.0000      0.0633      0.1364     -0.2096      0.3362
   1235.0000     18.0000      0.0792      0.1364     -0.1937      0.3521
   1236.0000     18.0000      0.0943      0.1364     -0.1785      0.3672
   1237.0000     18.0000      0.1083      0.1364     -0.1645      0.3812
   1238.0000     18.0000      0.1222      0.1364     -0.1506      0.3951
   1239.0000     18.0000      0.1359      0.1364     -0.1370      0.4088
   1240.0000     18.0000      0.1483      0.1364     -0.1246      0.4212
   1241.0000     18.0000      0.1646      0.1364     -0.1083      0.4375
   1242.0000     18.0000      0.1793      0.1364     -0.0936      0.4521
   1243.0000     18.0000      0.1929      0.1364     -0.0800      0.4657
   1244.0000     18.0000      0.2072      0.1364     -0.0656      0.4801
   1245.0000     18.0000      0.2213      0.1364     -0.0516      0.4942
   1246.0000     18.0000      0.2363      0.1364     -0.0366      0.5092
   1247.0000     18.0000      0.2533      0.1364     -0.0196      0.5262
   1248.0000     18.0000      0.2695      0.1364     -0.0034      0.5424
   1249.0000     18.0000      0.2837      0.1364      0.0108      0.5565
   1250.0000     18.0000      0.2956      0.1364      0.0227      0.5685
   1251.0000     18.0000      0.3046      0.1364      0.0317      0.5775
   1252.0000     18.0000      0.3125      0.1364      0.0396      0.5854
   1253.0000     18.0000      0.3155      0.1364      0.0426      0.5884
   1254.0000     18.0000      0.3183      0.1364      0.0454      0.5912
   1255.0000     18.0000      0.3202      0.1364      0.0473      0.5931
   1256.0000     18.0000      0.3215      0.1364      0.0486      0.5944
   1257.0000     18.0000      0.3207      0.1364      0.0478      0.5936
   1258.0000     18.0000      0.3173      0.1364      0.0445      0.5902
   1259.0000     18.0000      0.3138      0.1364      0.0409      0.5867
   1260.0000     18.0000      0.3100      0.1364      0.0371      0.5829
   1261.0000     18.0000      0.3041      0.1364      0.0312      0.5770
   1262.0000     18.0000      0.2972      0.1364      0.0243      0.5700
   1263.0000     18.0000      0.2903      0.1364      0.0174      0.5632
   1264.0000     18.0000      0.2825      0.1364      0.0096      0.5554
   1265.0000     18.0000      0.2742      0.1364      0.0013      0.5471
   1266.0000     18.0000      0.2670      0.1364     -0.0058      0.5399
   1267.0000     18.0000      0.2568      0.1364     -0.0160      0.5297
   1268.0000     18.0000      0.2455      0.1364     -0.0274      0.5184
   1269.0000     18.0000      0.2346      0.1364     -0.0383      0.5075
   1270.0000     18.0000      0.2205      0.1364     -0.0524      0.4934
   1271.0000     18.0000      0.2067      0.1364     -0.0662      0.4796
   1272.0000     18.0000      0.1958      0.1364     -0.0771      0.4686
   1273.0000     18.0000      0.1844      0.1364     -0.0885      0.4573
   1274.0000     18.0000      0.1740      0.1364     -0.0989      0.4469
   1275.0000     18.0000      0.1637      0.1364     -0.1092      0.4366
   1276.0000     18.0000      0.1521      0.1364     -0.1208      0.4250
   1277.0000     18.0000      0.1425      0.1364     -0.1304      0.4154
   1278.0000     18.0000      0.1368      0.1364     -0.1361      0.4096
   1279.0000     18.0000      0.1330      0.1364     -0.1398      0.4059
   1280.0000     18.0000      0.1340      0.1364     -0.1389      0.4069
   1281.0000     18.0000      0.1331      0.1364     -0.1398      0.4060
   1282.0000     18.0000      0.1328      0.1364     -0.1401      0.4057
   1283.0000     18.0000      0.1309      0.1364     -0.1420      0.4038
   1284.0000     18.0000      0.1268      0.1364     -0.1461      0.3997
   1285.0000     18.0000      0.1211      0.1364     -0.1517      0.3940
   1286.0000     18.0000      0.1138      0.1364     -0.1591      0.3867
   1287.0000     18.0000      0.1057      0.1364     -0.1672      0.3786
   1288.0000     18.0000      0.0994      0.1364     -0.1735      0.3723
   1289.0000     18.0000      0.0948      0.1364     -0.1781      0.3677
   1290.0000     18.0000      0.0896      0.1364     -0.1832      0.3625
   1291.0000     18.0000      0.0880      0.1364     -0.1849      0.3609
   1292.0000     18.0000      0.0904      0.1364     -0.1825      0.3633
   1293.0000     18.0000      0.0910      0.1364     -0.1819      0.3639
   1294.0000     18.0000      0.0935      0.1364     -0.1794      0.3664
   1295.0000     18.0000      0.0946      0.1364     -0.1783      0.3674
   1296.0000     18.0000      0.0976      0.1364     -0.1753      0.3705
   1297.0000     18.0000      0.1023      0.1364     -0.1706      0.3752
